var,skew,kur,fft,class
998876.4661560159,-1.4913667660445178,-0.009213379654216055,253782440.54977357,yes
1006149.2290599523,-1.490876182246757,-0.007105873607327092,255646428.88382566,yes
1007680.2719379088,-1.4908208191228798,-0.007842639104699185,256042301.20728123,yes
1008862.5007666987,-1.4907916383592374,-0.008413672663520501,256291848.83139804,yes
1007605.5248743922,-1.49171137396809,-0.008520966058489262,256045293.9288193,yes
1003687.7165031561,-1.4918504675599367,-0.009590459629260339,255019074.55117178,yes
1006525.4998026146,-1.4919334680627105,-0.007282694150264538,255688558.72778925,yes
1013472.1179620479,-1.4913126854059788,-0.008812467829517239,257590441.8742517,yes
1009397.3902679388,-1.4906355189004863,-0.008100914794795537,256486001.68937135,yes
1005532.3628083804,-1.4926912223714048,-0.00821897837141445,255616520.7090807,yes
958707.0564112577,-1.4917290142425197,-0.010413259145880286,243998780.67481807,yes
960098.9868858674,-1.4917967651408457,-0.009695659512844627,244260901.71376967,yes
961359.6446111556,-1.4912236154763463,-0.00968670764101787,244367072.34302026,yes
963194.2083919749,-1.491799222176935,-0.0100238605077131,244735819.13204387,yes
962348.8151411475,-1.491692208426869,-0.009815775871393352,244564583.5556394,yes
961667.9027682026,-1.488120476537577,-0.010403553567269712,244213869.82378307,yes
964277.5011020937,-1.4904040504465705,-0.009033178278206936,244956342.45265138,yes
960129.4545384548,-1.491243717177195,-0.01028085026316161,243894188.54965985,yes
961651.457236759,-1.4907376521818563,-0.01022820509176372,244334370.6192088,yes
957863.1229144757,-1.488875187431819,-0.009713587060813818,243580650.17883927,yes
961152.469026662,-1.4933774233290114,-0.009939335291334603,244441375.3773026,yes
961069.0155528854,-1.4917022434818041,-0.010148624805977731,244730455.4208686,yes
960181.2900284646,-1.4934051378503503,-0.009898710180220899,244583044.1706198,yes
961543.3712494314,-1.4936298269631747,-0.008278528893708344,245092021.08454782,yes
963103.0242035477,-1.4935168866200066,-0.010321483268654133,245666888.73075742,yes
962117.9539883772,-1.494457928461597,-0.008929979006664729,245581665.47945088,yes
961926.7321533537,-1.4927338057284953,-0.009162969182341926,245647673.42617366,yes
961620.3707734648,-1.4941921389697688,-0.009754170644228241,245666951.52704245,yes
963554.5851155046,-1.4932440921428625,-0.009699429158111974,246261261.72438753,yes
960173.4003739131,-1.492315473574454,-0.0091709522328858,245527869.96443886,yes
960186.6822857425,-1.491219684517627,-0.009007503638219928,245611897.65046388,yes
961924.5961750686,-1.4910865622047897,-0.009605370159042776,246110805.56425655,yes
957977.0345245979,-1.492472229764632,-0.009605824995680783,245172168.31826642,yes
962065.8291433706,-1.490416059965296,-0.010057956232330238,246272402.23155618,yes
962501.2011497411,-1.4923103328729446,-0.00937166299110521,246414796.7876346,yes
960454.5655181566,-1.4914532566527097,-0.01031181839896674,245912008.9280975,yes
968048.9107055963,-1.4893317127728325,-0.010372700272050006,247861197.11458445,yes
963095.0926115828,-1.4893225954564442,-0.008741287182324402,246588153.08936262,yes
962514.1387755759,-1.4910736238505586,-0.01118268912809572,246440752.55906373,yes
963592.2953942448,-1.4899758292291059,-0.0102983576051382,246697627.40833795,yes
964363.5962668573,-1.4906597684818117,-0.011480746807090434,246875514.14982724,yes
702960.3779541894,-1.4966111720272262,-0.009297801484560528,179984921.50188524,yes
706044.4320066088,-1.493587330516123,-0.011548510685659296,180789909.35167933,yes
696579.047738311,-1.4917123777710204,-0.0089111907627945,178351233.34913075,yes
713854.5769742667,-1.4959528047937203,-0.009157881920601863,182763958.43014693,yes
723227.5600272561,-1.4946047174401411,-0.009244914494028141,185173430.60569006,yes
724041.3979458618,-1.4928213544929245,-0.010075758072872355,185380560.81303954,yes
724245.1990195677,-1.4958472510007368,-0.007998797613648639,185423835.09048802,yes
721934.9137917438,-1.4936779876787643,-0.009886241247755357,184823833.34972686,yes
724590.8591584287,-1.4932343882515442,-0.00915269006092869,185488682.51877695,yes
724011.180041331,-1.493445505326245,-0.009214012873653341,185327106.98031884,yes
725880.2676387085,-1.494492100337959,-0.010082523751124018,185791405.97245157,yes
722413.688387693,-1.4949836793614337,-0.010497820758465266,184885025.11251774,yes
726346.1028959935,-1.493240013838704,-0.010165379300825408,185857857.75183475,yes
719644.7880154937,-1.4954239595080685,-0.009471083224630718,184092247.1008882,yes
649727.4887916183,-1.488847045638888,-0.007619016684613671,166157886.2070609,yes
692639.697370343,-1.486743828840295,-0.009959943591264543,177145403.55056757,yes
721215.680154975,-1.4948928733285838,-0.008468140764795415,184360953.89811406,yes
712489.104726735,-1.4958831368596106,-0.00944984354580424,182076180.31524396,yes
719199.582772318,-1.4953413336859112,-0.00980186936150325,183753186.7689814,yes
707764.1340707717,-1.4942209192172367,-0.009597589906125662,180729624.63539904,yes
721571.7994083714,-1.4961338314194574,-0.010531274697876698,184183007.93782455,yes
720045.9015486538,-1.4945550456299652,-0.008174480871592607,183677449.8554114,yes
723540.3174863162,-1.4963506229902581,-0.00975031045309929,184479448.02149826,yes
686091.7082810084,-1.4927625983437347,-0.010944716981286611,174810808.24011016,yes
718196.9432010954,-1.4947557116207904,-0.009508317225018423,182935213.7809527,yes
728551.4817289868,-1.493956039142418,-0.009617770905996076,185424009.92776513,yes
730991.1640753712,-1.496086041697031,-0.01032268202063674,185943402.29256642,yes
727133.0664318831,-1.4936740104203534,-0.010444204838428579,184948077.28582847,yes
721273.214848574,-1.492803620842206,-0.009306051870319052,183782925.99130026,yes
720438.9344835051,-1.493887612189388,-0.009112220685903623,183611927.7576524,yes
720433.0875105684,-1.492923298818564,-0.010227425069269208,183646555.66730446,yes
723474.389122062,-1.4908202495449803,-0.009479308752625348,184462573.56407696,yes
725123.4007347483,-1.4951223601293149,-0.008759916474860605,184939269.3712956,yes
728369.0390977694,-1.4929347636814083,-0.010218514264759037,185820640.0576933,yes
727848.7913839405,-1.4955578222588368,-0.010485168246305472,185754764.11241996,yes
730090.8458372969,-1.4934846654677216,-0.010028703883420325,186364933.0980804,yes
729112.6581196793,-1.4923478667517638,-0.00900687548670142,186222309.37219042,yes
725453.9123906483,-1.4944579891730592,-0.012132732854591734,185356171.07936138,yes
720497.1420824698,-1.4946561989432938,-0.009661114267457969,184131272.90239197,yes
719747.1923226315,-1.4961434866064833,-0.009865977070296123,183981002.14132023,yes
719589.4695033154,-1.49119876981479,-0.008042187671615547,184011621.86870554,yes
718761.5768762368,-1.4935187002801509,-0.010139410346415847,183805130.20335823,yes
719744.5756287039,-1.4945676376271115,-0.00841246217067096,184117929.63158613,yes
724463.9374984015,-1.449580313336125,-0.0096940103392261,185370422.20624995,yes
722304.7793106049,-1.4940664338689829,-0.012844632541569664,184800820.17033386,yes
722105.820871104,-1.4953268558346142,-0.010209491995757571,184794517.06991577,yes
721512.5401436149,-1.4948626637356774,-0.008357577591570665,184691681.03752428,yes
720829.942216573,-1.4949196855159066,-0.009365742602414512,184533238.68400177,yes
721246.4073597526,-1.4944284841671056,-0.009975796584954257,184651442.61781788,yes
723017.4281267768,-1.495984206913073,-0.009519033534277906,185122237.87960446,yes
724442.9899534632,-1.4959438217726317,-0.00978846268453779,185488933.4113366,yes
728786.0691342601,-1.4961148632466477,-0.009496868238890037,186602838.46923697,yes
727954.4405675812,-1.4958969843038286,-0.008757090999110971,186380678.75308293,yes
728629.7757249972,-1.4936726086424992,-0.010064548946579968,186509364.236683,yes
1208858.333101539,-1.4883356330961073,-0.009524899040654258,309150660.8949378,yes
1209208.5544370664,-1.4906101782050243,-0.009165088665085249,309092142.3504237,yes
1215250.8684747117,-1.4888407263534307,-0.009208943553219264,310534668.2168466,yes
1212402.9969442638,-1.4911109723039606,-0.010882841382697999,309671944.85034066,yes
1210855.32284535,-1.4893613477367054,-0.010315051805649999,309200263.6122438,yes
1206592.7761946227,-1.4887986817799304,-0.008966225169788334,307953292.4020959,yes
1207700.3292981777,-1.4904771297391406,-0.009491695070034677,308147043.5028641,yes
1207657.712544958,-1.489929591225865,-0.009499283550375548,307946868.0407565,yes
1208337.7872720815,-1.490527069933405,-0.009378442662808554,307998301.3900739,yes
1208500.7564668572,-1.4899703599439125,-0.009013567972923292,307937609.4798286,yes
1211808.985208473,-1.488348116158147,-0.009658499949214494,308614801.87881386,yes
1206384.6109453486,-1.4901449856671969,-0.00886918893876011,307127638.3935716,yes
1204914.4627648387,-1.4888109187137157,-0.008974344293055454,306578455.2315319,yes
1206127.9296880397,-1.4904169733192671,-0.00750146413253958,306825032.3002367,yes
